,Unnamed: 0,Unnamed: 0.1,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,日期
586178,144217,305,2330,台積電,"99,479,290","27,240","12,096,689,497",118.00,124.00,117.50,123.50,+,8.5,123.00,381,123.50,"2,315",10.17,2015-08-25
587103,145142,305,2330,台積電,"65,899,783","17,863","8,066,184,686",121.00,124.50,119.50,122.50,-,1.0,122.50,798,123.00,265,10.09,2015-08-26
588028,146067,305,2330,台積電,"53,549,076","14,964","6,648,501,174",125.00,125.00,122.00,124.00,+,1.5,123.50,12,124.00,671,10.21,2015-08-27
588953,146992,305,2330,台積電,"41,879,827","12,018","5,251,054,885",127.00,127.00,124.50,125.00,+,1.0,124.50,"2,691",125.00,"1,831",10.3,2015-08-28
589877,147916,305,2330,台積電,"57,088,355","12,112","7,220,131,440",126.00,129.00,123.50,129.00,+,4.0,128.50,323,129.00,"1,805",10.63,2015-08-31
590801,148840,305,2330,台積電,"42,394,536","14,184","5,307,014,000",127.50,127.50,124.00,124.00,-,5.0,124.00,666,124.50,299,10.21,2015-09-01
591725,149764,305,2330,台積電,"37,232,124","12,205","4,657,522,507",123.00,127.00,123.00,125.50,+,1.5,125.50,164,126.00,176,10.34,2015-09-02
592648,150687,304,2330,台積電,"24,054,041","7,059","3,037,526,707",127.50,127.50,125.00,127.00,+,1.5,126.50,2,127.00,"1,977",10.46,2015-09-03
593571,151610,304,2330,台積電,"23,047,166","8,111","2,886,200,250",126.50,127.00,123.50,125.00,-,2.0,124.50,206,125.00,329,10.3,2015-09-04
594494,152533,305,2330,台積電,"26,152,920","10,743","3,228,675,340",124.50,126.00,122.00,122.50,-,2.5,122.50,2,123.00,"2,292",10.09,2015-09-07
595417,153456,305,2330,台積電,"15,112,954","5,645","1,857,557,798",122.50,123.50,122.00,123.00,+,0.5,123.00,"1,743",123.50,"1,677",10.13,2015-09-08
596341,154380,305,2330,台積電,"53,969,621","19,715","6,910,196,909",126.50,129.00,126.50,129.00,+,6.0,129.00,262,129.50,"1,594",10.63,2015-09-09
597267,155306,307,2330,台積電,"34,029,707","10,207","4,288,394,042",127.00,128.00,125.00,125.00,-,4.0,125.00,"2,496",125.50,16,10.3,2015-09-10
598193,156232,307,2330,台積電,"24,548,989","7,250","3,097,236,675",125.50,127.50,124.00,127.50,+,2.5,127.00,96,127.50,"2,994",10.5,2015-09-11
599119,157158,307,2330,台積電,"25,582,357","8,062","3,261,310,994",128.00,129.00,126.00,127.50, ,0.0,127.00,94,127.50,"2,995",10.5,2015-09-14
600045,158084,307,2330,台積電,"22,223,400","7,271","2,806,493,840",127.50,128.00,125.50,126.00,-,1.5,125.50,"2,808",126.00,635,10.38,2015-09-15
600971,159010,307,2330,台積電,"44,137,380","14,052","5,691,421,260",128.00,130.00,127.50,129.50,+,3.5,129.00,262,129.50,"3,308",10.67,2015-09-16
601898,159937,308,2330,台積電,"52,529,479","16,702","6,868,009,789",130.50,131.50,130.00,131.00,+,1.5,130.50,988,131.00,"1,542",10.79,2015-09-17
602825,160864,308,2330,台積電,"32,590,064","7,572","4,261,707,884",129.50,131.50,129.00,131.50,+,0.5,131.00,"3,107",131.50,"4,255",10.83,2015-09-18
603752,161791,308,2330,台積電,"35,271,713","7,636","4,552,208,310",130.00,130.00,128.50,129.50,-,2.0,129.00,262,129.50,624,10.67,2015-09-21
604679,162718,308,2330,台積電,"18,378,270","6,249","2,374,696,906",130.00,130.00,128.50,129.00,-,0.5,128.50,"1,714",129.00,367,10.63,2015-09-22
605606,163645,308,2330,台積電,"35,523,040","15,209","4,465,469,498",127.00,127.50,124.50,124.50,-,4.5,124.50,"2,125",125.00,434,10.26,2015-09-23
606532,164571,308,2330,台積電,"44,708,932","12,056","5,671,247,864",127.00,128.00,125.50,127.00,+,2.5,127.00,466,127.50,"1,464",10.46,2015-09-24
607457,165496,308,2330,台積電,"24,688,657","9,166","3,121,881,939",127.00,127.50,125.00,127.00, ,0.0,126.50,"1,135",127.00,295,10.46,2015-09-25
608383,166422,308,2330,台積電,"76,377,100","17,686","9,885,619,568",128.00,131.00,127.00,130.00,+,3.0,129.50,125,130.00,"2,139",10.71,2015-09-30
609309,167348,308,2330,台積電,"53,400,609","15,465","7,046,980,737",131.00,134.00,129.50,133.50,+,3.5,133.00,182,133.50,157,11.0,2015-09-31
610236,168275,308,2330,台積電,"53,400,609","15,465","7,046,980,737",131.00,134.00,129.50,133.50,+,3.5,133.00,182,133.50,157,11.0,2015-10-01
611163,169202,308,2330,台積電,"25,252,357","7,698","3,337,391,624",132.50,132.50,131.50,132.00,-,1.5,131.50,"1,235",132.00,"2,139",10.87,2015-10-02
612089,170128,308,2330,台積電,"30,895,136","9,279","4,096,025,572",133.00,133.50,131.50,132.50,+,0.5,132.00,"1,049",132.50,606,10.91,2015-10-05
613016,171055,308,2330,台積電,"49,925,004","13,880","6,677,173,341",135.00,135.50,132.50,133.00,+,0.5,132.50,"1,476",133.00,899,10.96,2015-10-06
613942,171981,307,2330,台積電,"32,541,468","9,911","4,380,090,918",133.50,135.00,133.00,135.00,+,2.0,135.00,268,135.50,"4,323",11.12,2015-10-07
614867,172906,307,2330,台積電,"32,054,985","11,299","4,365,954,735",137.00,137.00,135.00,136.00,+,1.0,135.50,849,136.00,190,11.20,2015-10-08
615793,173832,307,2330,台積電,"51,617,728","13,186","7,125,126,614",137.00,139.00,136.50,138.50,+,2.5,138.00,390,138.50,"4,398",11.41,2015-10-12
616720,174759,307,2330,台積電,"37,227,089","11,289","5,105,783,075",138.50,138.50,136.00,137.50,-,1.0,137.00,255,137.50,121,11.33,2015-10-13
617646,175685,307,2330,台積電,"65,521,186","5,612","8,795,254,492",136.50,137.50,136.00,136.50,-,1.0,136.50,"1,182",137.00,"1,452",11.24,2015-10-14
618572,176611,307,2330,台積電,"73,316,434","18,548","10,255,043,760",139.00,141.00,139.00,140.00,+,3.5,139.50,"1,083",140.00,"1,406",11.53,2015-10-15
619498,177537,306,2330,台積電,"37,189,898","16,088","5,091,352,293",137.00,137.50,136.00,137.50,-,2.5,137.00,700,137.50,"3,185",11.33,2015-10-16
620424,178463,306,2330,台積電,"26,173,538","9,085","3,606,826,449",138.50,139.00,137.00,138.00,+,0.5,137.50,244,138.00,648,11.37,2015-10-19
621350,179389,306,2330,台積電,"28,795,564","8,838","3,984,111,090",139.00,139.00,137.50,139.00,+,1.0,138.50,306,139.00,"3,195",11.45,2015-10-20
622276,180315,306,2330,台積電,"20,006,939","7,624","2,770,902,949",139.50,140.00,137.50,138.50,-,0.5,138.00,"1,481",138.50,"1,532",11.41,2015-10-21
623204,181243,307,2330,台積電,"15,168,792","4,864","2,089,852,382",138.00,138.50,137.00,137.50,-,1.0,137.50,"1,571",138.00,"1,900",11.33,2015-10-22
624133,182172,307,2330,台積電,"35,666,256","13,889","4,984,092,182",140.00,140.50,139.00,140.00,+,2.5,139.50,965,140.00,"12,888",11.53,2015-10-23
625062,183101,307,2330,台積電,"24,412,462","8,837","3,416,504,880",140.50,140.50,139.00,140.00, ,0.0,139.50,462,140.00,"5,740",11.53,2015-10-26
625992,184031,307,2330,台積電,"26,557,567","6,719","3,679,734,913",138.50,140.00,137.50,139.00,-,1.0,138.50,94,139.00,122,11.45,2015-10-27
626922,184961,306,2330,台積電,"22,557,317","7,911","3,104,131,564",137.00,139.00,137.00,138.00,-,1.0,137.50,88,138.00,662,11.37,2015-10-28
627851,185890,305,2330,台積電,"20,463,741","6,452","2,815,951,517",139.00,139.50,136.50,136.50,-,1.5,136.50,"1,613",137.00,77,11.24,2015-10-29
628781,186820,306,2330,台積電,"28,293,017","6,840","3,870,125,863",137.00,137.50,136.00,136.50, ,0.0,136.50,"1,528",137.00,13,11.24,2015-10-30
629711,187750,306,2330,台積電,"22,789,011","7,961","3,118,360,787",138.50,138.50,135.50,137.50,+,1.0,137.00,50,137.50,91,11.33,2015-11-02
630641,188680,306,2330,台積電,"36,442,564","12,148","5,082,111,090",138.50,140.00,138.00,139.50,+,2.0,139.50,"1,062",140.00,"12,815",11.49,2015-11-03
631571,189610,306,2330,台積電,"75,685,074","27,863","10,841,451,697",141.50,144.50,141.00,144.50,+,5.0,144.00,"4,234",144.50,178,11.90,2015-11-04
632501,190540,306,2330,台積電,"37,827,858","12,575","5,414,337,809",144.00,144.50,142.50,142.50,-,2.0,142.50,752,143.00,653,11.74,2015-11-05
633431,191470,307,2330,台積電,"51,889,334","12,543","7,276,506,260",144.00,144.00,139.00,140.00,-,2.5,140.00,"1,315",140.50,232,11.53,2015-11-06
634362,192401,308,2330,台積電,"24,863,486","8,727","3,518,529,742",141.00,143.00,140.50,142.00,+,2.0,141.50,53,142.00,"1,389",11.70,2015-11-09
635295,193334,309,2330,台積電,"23,336,811","9,060","3,261,350,610",141.50,141.50,139.00,139.50,-,2.5,139.50,519,140.00,"1,722",11.49,2015-11-10
636228,194267,309,2330,台積電,"29,463,476","10,751","4,066,008,922",140.50,140.50,136.50,137.50,-,2.0,137.50,381,138.00,984,11.36,2015-11-11
637161,195200,309,2330,台積電,"16,485,910","5,091","2,284,668,490",138.50,139.00,138.00,138.50,+,1.0,138.50,"1,180",139.00,758,11.45,2015-11-12
638094,196133,309,2330,台積電,"22,956,373","7,418","3,148,276,101",137.50,139.00,136.00,136.00,-,2.5,136.00,"3,605",136.50,267,11.24,2015-11-13
639028,197067,309,2330,台積電,"32,132,740","13,597","4,335,757,140",134.00,135.50,134.00,135.00,-,1.0,134.50,"1,996",135.00,184.0,11.16,2015-11-16
639962,198001,309,2330,台積電,"28,224,719","11,370","3,926,485,043",138.00,140.00,137.50,138.50,+,3.5,138.50,26,139.00,388,11.45,2015-11-17
640897,198936,309,2330,台積電,"29,455,424","9,025","4,057,302,068",139.50,140.00,136.50,137.00,-,1.5,137.00,"2,221",137.50,920,11.32,2015-11-18
641831,199870,308,2330,台積電,"28,723,691","9,283","4,004,226,290",138.50,140.50,138.00,140.50,+,3.5,140.00,803,140.50,609,11.61,2015-11-19
642765,200804,308,2330,台積電,"21,649,438","7,571","3,041,708,710",140.50,141.00,140.00,141.00,+,0.5,140.50,24,141.00,"1,944",11.65,2015-11-20
643699,201738,308,2330,台積電,"20,543,619","4,707","2,890,125,945",141.00,141.50,140.00,141.00, ,0.0,140.50,"1,018",141.00,195,11.65,2015-11-23
644633,202672,308,2330,台積電,"23,245,808","5,910","3,261,352,468",140.00,141.50,139.50,139.50,-,1.5,139.50,"1,028",140.00,"1,271",11.53,2015-11-24
645567,203606,308,2330,台積電,"34,540,578","6,240","4,841,255,700",139.50,141.00,138.50,141.00,+,1.5,141.00,157,141.50,"1,860",11.65,2015-11-25
646501,204540,308,2330,台積電,"32,927,905","9,850","4,672,046,212",141.00,142.50,140.00,142.50,+,1.5,142.00,"4,196",142.50,"1,505",11.78,2015-11-26
647435,205474,308,2330,台積電,"26,742,675","5,730","3,747,289,825",143.00,143.00,139.00,139.00,-,3.5,139.00,"1,971",139.50,9,11.49,2015-11-27
648369,206408,308,2330,台積電,"110,350,217","16,059","15,219,982,613",136.50,139.00,136.00,139.00, ,0.0,139.00,615,139.50,"2,096",11.49,2015-11-30
649304,207343,309,2330,台積電,"48,931,728","15,965","6,882,084,076",140.50,142.50,138.50,142.50,+,3.5,142.00,38,142.50,"1,944",11.78,2015-11-31
650239,208278,309,2330,台積電,"48,931,728","15,965","6,882,084,076",140.50,142.50,138.50,142.50,+,3.5,142.00,38,142.50,"1,944",11.78,2015-12-01
651175,209214,310,2330,台積電,"31,767,868","9,705","4,545,318,756",144.00,144.00,142.00,142.50, ,0.0,142.50,"1,239",143.00,"1,450",11.78,2015-12-02
652111,210150,310,2330,台積電,"28,204,644","5,048","4,013,101,755",141.50,143.00,141.50,142.50, ,0.0,142.50,103,143.00,905,11.78,2015-12-03
653045,211084,310,2330,台積電,"31,780,733","10,122","4,481,042,445",141.00,142.50,140.50,140.50,-,2.0,140.50,"2,793",141.00,174,11.61,2015-12-04
653979,212018,310,2330,台積電,"41,097,638","15,781","5,902,665,174",142.00,144.50,142.00,143.50,+,3.0,143.50,540,144.00,"4,582",11.86,2015-12-07
654912,212951,310,2330,台積電,"34,037,222","9,537","4,846,422,179",143.50,144.00,141.00,142.50,-,1.0,142.00,"1,918",142.50,76,11.78,2015-12-08
655843,213882,308,2330,台積電,"30,640,495","8,387","4,323,363,409",142.00,142.00,140.50,140.50,-,2.0,140.50,500,141.00,"1,700",11.61,2015-12-09
656774,214813,308,2330,台積電,"41,487,561","8,599","5,817,845,601",140.50,141.50,139.00,141.00,+,0.5,140.50,444,141.00,780,11.65,2015-12-10
657705,215744,308,2330,台積電,"32,030,596","10,076","4,494,186,536",141.00,142.00,139.00,139.50,-,1.5,139.00,"3,439",139.50,153,11.53,2015-12-11
658639,216678,311,2330,台積電,"37,666,637","7,423","5,217,880,999",137.50,139.50,137.50,139.00,-,0.5,138.50,627,139.00,273,11.49,2015-12-14
659573,217612,311,2330,台積電,"27,973,102","8,428","3,891,713,298",139.50,140.50,138.00,138.00,-,1.0,138.00,"2,658",138.50,12,11.40,2015-12-15
660511,218550,311,2330,台積電,"58,669,086","23,243","8,381,627,759",142.00,144.00,141.00,143.50,+,5.5,143.50,"1,006",144.00,"5,441",11.86,2015-12-16
661449,219488,310,2330,台積電,"34,710,663","13,019","5,005,823,882",144.50,145.00,143.00,145.00,+,1.5,144.50,79,145.00,"4,401",11.98,2015-12-17
662387,220426,310,2330,台積電,"41,615,595","8,307","5,964,658,320",143.00,145.00,142.00,142.00,-,3.0,142.00,"2,980",142.50,3,11.74,2015-12-18
663325,221364,310,2330,台積電,"26,939,460","8,942","3,808,022,515",141.50,142.50,140.50,141.50,-,0.5,141.50,228,142.00,"2,816",11.69,2015-12-21
664264,222303,310,2330,台積電,"17,209,761","5,052","2,431,736,616",141.00,142.00,140.50,142.00,+,0.5,141.50,119,142.00,548,11.74,2015-12-22
665204,223243,310,2330,台積電,"18,152,173","5,631","2,576,333,960",141.00,143.00,140.50,141.50,-,0.5,141.00,"2,842",141.50,718,11.69,2015-12-23
666144,224183,310,2330,台積電,"13,495,395","4,914","1,926,688,090",143.00,143.50,142.00,142.00,+,0.5,142.00,186,142.50,610,11.74,2015-12-24
667083,225122,310,2330,台積電,"6,168,635","1,797","880,104,962",142.00,143.50,142.00,143.00,+,1.0,143.00,598,143.50,"1,098",11.82,2015-12-25
668022,226061,310,2330,台積電,"10,831,155","4,191","1,555,902,665",143.50,144.00,143.00,143.50,+,0.5,143.50,107,144.00,769,11.86,2015-12-28
668960,226999,310,2330,台積電,"12,968,379","6,037","1,848,992,618",143.50,144.00,141.50,142.00,-,1.5,142.00,641,142.50,253,11.74,2015-12-29
669898,227937,311,2330,台積電,"14,713,096","4,651","2,098,167,063",142.50,144.00,142.00,142.50,+,0.5,142.00,519,142.50,170,11.78,2015-12-30
670836,228875,311,2330,台積電,"18,677,987","4,188","2,671,826,764",142.00,144.00,141.00,143.00,+,0.5,143.00,"1,414",143.50,"1,441",11.82,2015-12-31
671774,311,311,2330,台積電,"43,800,291","14,188","6,137,797,502",142.50,143.50,139.00,139.50,-,3.5,139.50,4,140.00,403,11.53,2016-01-04
672712,1249,311,2330,台積電,"46,502,108","15,836","6,436,850,512",139.00,140.00,137.00,138.00,-,1.5,137.50,400,138.00,"2,704",11.40,2016-01-05
673651,2188,311,2330,台積電,"53,873,344","15,926","7,321,139,064",138.00,138.00,135.00,135.50,-,2.5,135.50,7,136.00,"1,609",11.20,2016-01-06
674591,3128,311,2330,台積電,"63,475,065","19,061","8,432,791,819",134.50,135.00,130.50,133.00,-,2.5,133.00,"1,269",133.50,114,10.99,2016-01-07
675531,4068,311,2330,台積電,"52,641,383","11,784","7,022,206,705",132.00,135.00,132.00,134.00,+,1.0,134.00,747,134.50,687,11.07,2016-01-08
676471,5008,311,2330,台積電,"48,536,267","10,980","6,430,758,978",133.00,134.50,130.50,133.00,-,1.0,133.00,"1,783",133.50,"2,320",10.99,2016-01-11
677411,5948,311,2330,台積電,"35,133,164","9,492","4,657,051,312",133.00,134.00,131.50,133.00, ,0.0,132.50,34,133.00,"1,155",10.99,2016-01-12
678351,6888,311,2330,台積電,"50,237,061","9,488","6,719,817,674",133.50,135.50,133.00,133.50,+,0.5,133.50,639,134.00,498,11.03,2016-01-13
679291,7828,311,2330,台積電,"39,498,490","14,501","5,177,864,180",130.50,132.00,130.50,131.50,-,2.0,131.00,395,131.50,170,10.87,2016-01-14
680231,8768,311,2330,台積電,"79,648,971","20,280","10,911,032,870",137.50,138.00,135.50,137.00,+,5.5,136.50,"1,291",137.00,"1,481",11.32,2016-01-15
681171,9708,311,2330,台積電,"37,008,681","11,947","5,054,777,797",135.00,138.00,134.50,137.00, ,0.0,136.50,724,137.00,"3,120",11.32,2016-01-18
682111,10648,311,2330,台積電,"24,995,537","8,146","3,422,485,906",137.50,138.00,136.00,138.00,+,1.0,137.50,6,138.00,"1,513",11.40,2016-01-19
683050,11587,311,2330,台積電,"44,423,192","13,799","6,000,662,670",137.50,137.50,133.50,134.50,-,3.5,134.50,766,135.00,972,11.12,2016-01-20
683988,12525,310,2330,台積電,"31,957,378","9,956","4,320,114,707",134.00,136.50,134.00,135.00,+,0.5,135.00,125,135.50,46,11.16,2016-01-21
684926,13463,310,2330,台積電,"33,926,219","12,684","4,657,789,586",136.50,138.50,136.00,138.50,+,3.5,138.00,268,138.50,171,11.45,2016-01-22
685864,14401,310,2330,台積電,"27,213,347","9,105","3,800,915,858",140.00,140.00,139.00,139.50,+,1.0,139.50,261,140.00,"2,349",11.53,2016-01-25
686802,15339,310,2330,台積電,"24,102,538","6,584","3,325,848,455",137.50,139.00,137.00,137.50,-,2.0,137.50,434,138.00,512,11.36,2016-01-26
687743,16280,314,2330,台積電,"24,547,614","8,368","3,417,457,021",139.00,139.50,138.50,139.50,+,2.0,139.00,193,139.50,239,11.53,2016-01-27
688684,17221,314,2330,台積電,"37,913,413","9,746","5,281,967,085",138.00,140.50,138.00,140.00,+,0.5,139.50,206,140.00,589,11.57,2016-01-28
689625,18162,314,2330,台積電,"57,557,576","14,517","8,136,870,712",138.50,143.00,138.00,143.00,+,3.0,142.50,1,143.00,"3,189",11.82,2016-01-29
690566,19103,314,2330,台積電,"11,865,065","6,143","1,683,794,730",142.50,143.00,141.00,142.00,-,1.0,141.50,333,142.00,805,11.74,2016-01-30
691507,20044,314,2330,台積電,"43,828,461","12,189","6,278,170,924",144.00,144.00,141.50,144.00,+,2.0,144.00,294,144.50,"2,529",11.90,2016-02-01
692449,20986,315,2330,台積電,"25,400,755","7,725","3,624,574,210",144.00,144.50,141.50,142.50,-,1.5,142.50,457,143.00,"3,367",11.78,2016-02-02
693391,21928,315,2330,台積電,"71,652,894","18,892","10,413,868,630",145.00,146.00,144.50,146.00,+,3.5,145.50,524,146.00,"8,626",12.07,2016-02-03
694333,22870,315,2330,台積電,"77,064,578","21,814","11,147,911,270",142.00,146.50,142.00,145.00,-,1.0,144.50,"2,244",145.00,322,12.27,2016-02-15
695274,23811,314,2330,台積電,"56,361,967","17,135","8,269,447,009",146.00,148.00,145.50,147.50,+,2.5,147.50,"1,095",148.00,"4,499",12.48,2016-02-16
696215,24752,314,2330,台積電,"38,486,773","13,872","5,700,550,482",149.00,149.00,147.00,148.00,+,0.5,147.50,322,148.00,307,12.52,2016-02-17
697156,25693,314,2330,台積電,"61,877,408","22,057","9,304,766,800",150.00,151.00,149.50,151.00,+,3.0,150.50,"1,511",151.00,"4,985",12.77,2016-02-18
698097,26634,314,2330,台積電,"37,444,703","10,981","5,618,619,050",149.00,151.00,149.00,151.00, ,0.0,150.50,61,151.00,"6,876",12.77,2016-02-19
699038,27575,314,2330,台積電,"29,751,439","9,155","4,489,653,531",149.50,152.50,149.50,151.00, ,0.0,150.50,732,151.00,"1,259",12.77,2016-02-22
699979,28516,314,2330,台積電,"22,500,491","8,897","3,365,510,724",150.50,151.00,149.00,149.50,-,1.5,149.00,"1,688",149.50,14,12.65,2016-02-23
700920,29457,314,2330,台積電,"22,082,824","7,979","3,279,735,952",149.50,150.50,147.00,148.00,-,1.5,147.50,"1,282",148.00,"1,723",12.52,2016-02-24
701861,30398,314,2330,台積電,"25,233,069","11,234","3,783,097,850",149.00,151.00,148.50,150.50,+,2.5,150.00,"1,055",150.50,"2,042",12.73,2016-02-25
702801,31338,313,2330,台積電,"46,425,984","9,939","6,913,777,396",151.00,151.50,148.00,149.00,-,1.5,148.50,"3,148",149.00,"2,577",12.61,2016-02-26
703741,32278,313,2330,台積電,"44,046,047","12,003","6,637,110,793",148.50,152.00,148.50,152.00,+,3.0,152.00,34,152.50,"3,279",12.86,2016-02-30
704681,33218,313,2330,台積電,"36,101,650","11,075","5,548,587,572",154.00,154.50,153.00,153.00,+,1.0,153.00,808,153.50,132,12.94,2016-02-31
705621,34158,313,2330,台積電,"44,046,047","12,003","6,637,110,793",148.50,152.00,148.50,152.00,+,3.0,152.00,34,152.50,"3,279",12.86,2016-03-01
706561,35098,313,2330,台積電,"36,101,650","11,075","5,548,587,572",154.00,154.50,153.00,153.00,+,1.0,153.00,808,153.50,132,12.94,2016-03-02
707501,36038,313,2330,台積電,"28,867,121","10,112","4,438,187,013",154.00,154.50,153.00,154.00,+,1.0,153.50,338,154.00,"5,031",13.03,2016-03-03
708441,36978,313,2330,台積電,"37,794,356","10,724","5,763,190,355",153.00,153.50,151.50,152.50,-,1.5,152.00,"1,317",152.50,53,12.90,2016-03-04
709381,37918,313,2330,台積電,"24,052,580","7,324","3,655,841,160",152.50,153.50,151.00,152.00,-,0.5,152.00,"1,836",152.50,"2,752",12.86,2016-03-07
710321,38858,313,2330,台積電,"40,643,284","13,764","6,126,859,884",151.00,152.00,149.50,152.00, ,0.0,151.50,512,152.00,"1,218",12.86,2016-03-08
711261,39798,313,2330,台積電,"24,634,641","9,423","3,739,057,432",152.00,153.00,150.50,153.00,+,1.0,152.50,11,153.00,"1,742",12.94,2016-03-09
712201,40738,313,2330,台積電,"31,343,947","10,930","4,806,652,328",153.00,154.50,151.50,154.50,+,1.5,154.00,703,154.50,"2,669",13.07,2016-03-10
713140,41677,313,2330,台積電,"31,297,178","11,727","4,837,597,155",154.50,155.00,153.00,155.00,+,0.5,154.50,"3,148",155.00,"5,990",13.11,2016-03-11
714079,42616,313,2330,台積電,"32,987,563","11,927","5,161,781,768",156.50,157.50,155.50,156.00,+,1.0,156.00,889,156.50,"4,082",13.20,2016-03-14
715018,43555,313,2330,台積電,"29,437,607","12,260","4,559,507,978",155.00,156.50,153.00,154.50,-,1.5,154.00,231,154.50,332,13.07,2016-03-15
715958,44495,314,2330,台積電,"31,126,817","9,853","4,833,620,497",155.50,156.00,154.00,156.00,+,1.5,155.50,29,156.00,"14,598",13.20,2016-03-16
716899,45436,315,2330,台積電,"52,228,954","14,989","8,305,206,845",159.50,160.00,157.50,158.50,+,2.5,158.00,338,158.50,433,13.41,2016-03-17
717842,46379,317,2330,台積電,"57,866,711","12,106","9,212,470,709",158.50,159.50,158.50,159.50,+,1.0,159.50,"6,143",160.00,"8,470",13.49,2016-03-18
718785,47322,317,2330,台積電,"27,687,094","9,380","4,409,309,006",160.00,160.00,158.00,160.00,+,0.5,159.50,"3,015",160.00,"2,163",13.54,2016-03-21
719729,48266,318,2330,台積電,"29,303,958","11,945","4,629,935,904",159.50,159.50,157.00,158.50,-,1.5,158.00,76,158.50,16,13.41,2016-03-22
720673,49210,318,2330,台積電,"29,439,666","8,670","4,683,223,247",158.50,159.50,158.00,159.50,+,1.0,159.00,38,159.50,498,13.49,2016-03-23
721617,50154,318,2330,台積電,"25,198,949","8,841","3,975,166,192",158.00,159.00,157.00,158.50,-,1.0,158.00,85,158.50,680,13.41,2016-03-24
722561,51098,318,2330,台積電,"10,970,033","5,593","1,727,600,287",158.50,159.00,157.00,158.00,-,0.5,157.50,493,158.00,448,13.37,2016-03-25
723505,52042,318,2330,台積電,"15,857,144","6,212","2,513,686,562",158.00,159.00,157.00,159.00,+,1.0,158.50,"1,823",159.00,425,13.45,2016-03-28
724452,52989,321,2330,台積電,"19,152,246","7,098","3,039,163,868",158.50,159.50,158.00,159.00, ,0.0,158.50,500,159.00,"1,437",13.45,2016-03-29
725399,53936,321,2330,台積電,"46,113,332","14,484","7,394,950,933",158.50,162.00,158.50,161.50,+,2.5,161.00,349,161.50,276,13.66,2016-03-30
726346,54883,321,2330,台積電,"54,094,182","14,511","8,719,278,002",162.00,163.00,159.00,162.00,+,0.5,161.00,1,162.00,"8,514",13.71,2016-03-31
727293,55830,321,2330,台積電,"34,544,879","10,001","5,490,320,944",161.00,161.00,157.50,158.50,-,3.5,158.50,216,159.00,"2,411",13.41,2016-04-01
728240,56777,321,2330,台積電,"63,133,315","19,206","9,740,564,255",155.50,156.00,153.50,153.50,-,5.0,153.50,"2,199",154.00,163,12.99,2016-04-06
729187,57724,321,2330,台積電,"35,933,073","10,086","5,527,003,723",155.00,155.00,152.50,154.50,+,1.0,154.00,726,154.50,437,13.07,2016-04-07
730132,58669,321,2330,台積電,"42,324,696","12,800","6,638,324,522",154.00,158.00,154.00,157.50,+,3.0,157.00,"5,808",157.50,71,13.32,2016-04-08
731077,59614,321,2330,台積電,"23,189,461","6,917","3,653,174,233",156.00,159.00,155.50,158.50,+,1.0,158.00,768,158.50,"1,053",13.41,2016-04-11
732022,60559,321,2330,台積電,"14,877,049","4,707","2,355,629,198",157.50,159.50,157.50,158.50, ,0.0,158.00,"1,354",158.50,"1,438",13.41,2016-04-12
732968,61505,321,2330,台積電,"40,333,113","12,488","6,494,549,624",160.00,162.00,159.50,161.50,+,3.0,161.00,76,161.50,"4,024",13.66,2016-04-13
733914,62451,321,2330,台積電,"31,377,056","10,380","5,048,472,016",162.00,162.50,160.00,161.50, ,0.0,161.00,64,161.50,163,13.66,2016-04-14
734860,63397,321,2330,台積電,"50,339,512","17,202","7,971,481,408",157.00,160.00,156.00,159.50,-,2.0,159.00,780,159.50,119,13.49,2016-04-15
735806,64343,321,2330,台積電,"20,876,425","7,888","3,294,127,620",158.00,158.50,157.50,158.00,-,1.5,157.50,"1,126",158.00,431,13.37,2016-04-18
736752,65289,321,2330,台積電,"27,622,018","9,884","4,378,113,806",160.00,161.00,157.00,157.50,-,0.5,157.50,165,158.00,652,13.32,2016-04-19
737698,66235,321,2330,台積電,"43,418,112","16,130","6,743,768,418",157.50,158.00,154.00,154.00,-,3.5,154.00,"1,267",154.50,"1,245",13.03,2016-04-20
738644,67181,321,2330,台積電,"30,419,233","11,654","4,748,320,930",156.00,157.00,154.00,157.00,+,3.0,156.50,323,157.00,"2,571",13.28,2016-04-21
739589,68126,321,2330,台積電,"29,237,052","6,485","4,585,332,483",155.50,158.00,155.00,156.50,-,0.5,156.50,"4,077",157.00,"1,504",13.24,2016-04-22
740534,69071,321,2330,台積電,"14,669,483","5,007","2,304,985,871",156.50,157.50,156.00,157.50,+,1.0,157.00,"2,089",157.50,"2,236",13.32,2016-04-25
741479,70016,321,2330,台積電,"18,539,344","5,208","2,921,600,608",156.50,158.50,156.50,158.00,+,0.5,157.50,902,158.00,"4,008",13.37,2016-04-26
742424,70961,321,2330,台積電,"36,967,022","6,783","5,787,771,232",156.00,157.50,155.50,156.50,-,1.5,156.00,"2,033",156.50,"1,946",13.24,2016-04-27
743369,71906,321,2330,台積電,"49,282,820","15,032","7,596,743,626",157.50,158.00,153.00,153.00,-,3.5,152.50,"2,266",153.00,69,12.94,2016-04-28
